source	target	node1_string_id	node2_string_id	neighborhood_on_chromosome	gene_fusion	phylogenetic_cooccurrence	homology	coexpression	experimentally_determined_interaction	database_annotated	automated_textmining	score
ESRRA	KLF4	9606.ENSP00000384851	9606.ENSP00000363804	0	0	0	0	0.048	0.076	0	0.842	0.85
ESRRA	MYC	9606.ENSP00000384851	9606.ENSP00000479618	0	0	0	0	0.065	0.069	0	0.424	0.455
ETS2	NOTCH1	9606.ENSP00000353344	9606.ENSP00000277541	0	0	0	0	0.062	0.104	0	0.37	0.424
ETS2	KLF10	9606.ENSP00000353344	9606.ENSP00000285407	0	0	0	0	0.062	0.057	0	0.382	0.405
ETS2	JUNB	9606.ENSP00000353344	9606.ENSP00000303315	0	0	0	0	0.111	0.158	0	0.286	0.419
ETS2	FOS	9606.ENSP00000353344	9606.ENSP00000306245	0	0	0	0	0.063	0.27	0.9	0.693	0.976
ETS2	MYC	9606.ENSP00000353344	9606.ENSP00000479618	0	0	0	0	0.062	0.062	0	0.616	0.632
ETS2	SMARCA4	9606.ENSP00000353344	9606.ENSP00000395654	0	0	0	0	0	0.302	0	0.701	0.782
ETS2	ID1	9606.ENSP00000353344	9606.ENSP00000365280	0	0	0	0	0.062	0	0.8	0.434	0.884
ETS2	JUN	9606.ENSP00000353344	9606.ENSP00000360266	0	0	0	0	0.076	0.518	0.9	0.637	0.981
EZH1	SMARCA4	9606.ENSP00000404658	9606.ENSP00000395654	0	0	0	0	0.064	0.153	0	0.383	0.468
EZH1	HOXB3	9606.ENSP00000404658	9606.ENSP00000417207	0	0	0	0	0	0.107	0	0.603	0.63
FAM117B	FJX1	9606.ENSP00000376071	9606.ENSP00000400223	0	0	0	0	0	0	0	0.412	0.412
FAM32A	PRPF8	9606.ENSP00000263384	9606.ENSP00000460348	0	0	0	0	0	0.8	0	0	0.8
FBL	RPL31	9606.ENSP00000221801	9606.ENSP00000386717	0	0	0	0	0.335	0.175	0	0.076	0.449
FBL	MYC	9606.ENSP00000221801	9606.ENSP00000479618	0	0	0	0	0.119	0.129	0	0.604	0.67
FBL	RPL7	9606.ENSP00000221801	9606.ENSP00000339795	0	0	0	0	0.439	0.456	0	0.282	0.762
FBL	RPL17	9606.ENSP00000221801	9606.ENSP00000397798	0	0	0	0	0.479	0.642	0	0	0.806
FBL	RPL9	9606.ENSP00000221801	9606.ENSP00000400467	0	0	0.229	0	0.558	0.43	0	0.15	0.813
FBL	RPS7	9606.ENSP00000221801	9606.ENSP00000339095	0	0	0	0	0.467	0.932	0.6	0.092	0.985
FBL	RPS6	9606.ENSP00000221801	9606.ENSP00000369757	0	0	0	0	0.673	0.874	0.6	0.466	0.99
FBL	RPS3A	9606.ENSP00000221801	9606.ENSP00000346050	0	0	0	0	0.696	0.808	0.9	0.285	0.995
FBL	RPS8	9606.ENSP00000221801	9606.ENSP00000379888	0	0	0	0	0.648	0.83	0.9	0.273	0.995
FGA	LGALS3	9606.ENSP00000306361	9606.ENSP00000254301	0	0	0	0	0	0	0	0.435	0.435
FGA	FGB	9606.ENSP00000306361	9606.ENSP00000306099	0	0	0	0.744	0.991	0.986	0.9	0.961	0.999
FGB	SLC25A25	9606.ENSP00000306099	9606.ENSP00000362159	0	0	0	0	0	0	0	0.43	0.43
FLNA	NOTCH1	9606.ENSP00000358866	9606.ENSP00000277541	0	0	0	0	0.156	0.062	0	0.404	0.487
FLNA	SH3PXD2B	9606.ENSP00000358866	9606.ENSP00000309714	0	0	0	0	0.076	0.077	0	0.385	0.429
FLNA	FLNC	9606.ENSP00000358866	9606.ENSP00000327145	0	0	0	0.977	0.107	0	0.8	0.755	0.817
FLNA	LIMK1	9606.ENSP00000358866	9606.ENSP00000336740	0	0	0	0	0	0.102	0	0.392	0.43
FLNA	KLF4	9606.ENSP00000358866	9606.ENSP00000363804	0	0	0	0	0.06	0.056	0	0.435	0.454
FLNA	SSH2	9606.ENSP00000358866	9606.ENSP00000444743	0	0	0	0	0	0.27	0	0.453	0.583
FLNA	FOXC1	9606.ENSP00000358866	9606.ENSP00000370256	0	0	0	0	0.065	0.345	0	0.651	0.768
FLNC	SEPN1	9606.ENSP00000327145	9606.ENSP00000355141	0	0	0	0	0.096	0	0	0.605	0.627
FOS	PPP1R15A	9606.ENSP00000306245	9606.ENSP00000200453	0	0	0	0	0.242	0	0	0.299	0.446
FOS	GADD45B	9606.ENSP00000306245	9606.ENSP00000215631	0	0	0	0	0.162	0	0	0.504	0.567
FOS	HMOX1	9606.ENSP00000306245	9606.ENSP00000216117	0	0	0	0	0	0	0.9	0.517	0.949
FOS	NFKBIA	9606.ENSP00000306245	9606.ENSP00000216797	0	0	0	0	0.097	0.056	0	0.661	0.686
FOS	HBEGF	9606.ENSP00000306245	9606.ENSP00000230990	0	0	0	0	0.12	0	0.9	0.562	0.958
FOS	RGS2	9606.ENSP00000306245	9606.ENSP00000235382	0	0	0	0	0.185	0	0	0.405	0.494
FOS	SOX9	9606.ENSP00000306245	9606.ENSP00000245479	0	0	0	0	0	0.124	0	0.402	0.454
FOS	FOSB	9606.ENSP00000306245	9606.ENSP00000245919	0	0	0	0.866	0.899	0.267	0.8	0.989	0.986
FOS	JUND	9606.ENSP00000306245	9606.ENSP00000252818	0	0	0	0	0.094	0.899	0.9	0.989	0.999
FOS	IER3	9606.ENSP00000306245	9606.ENSP00000259874	0	0	0	0	0.065	0	0	0.392	0.407
FOS	TRAF4	9606.ENSP00000306245	9606.ENSP00000262395	0	0	0	0	0	0.244	0	0.287	0.438
FOS	IL11	9606.ENSP00000306245	9606.ENSP00000264563	0	0	0	0	0	0.273	0	0.334	0.495
FOS	IGF1R	9606.ENSP00000306245	9606.ENSP00000268035	0	0	0	0	0	0.064	0	0.458	0.471
FOS	NOTCH1	9606.ENSP00000306245	9606.ENSP00000277541	0	0	0	0	0	0	0.9	0.562	0.954
FOS	KLF10	9606.ENSP00000306245	9606.ENSP00000285407	0	0	0	0	0.072	0.062	0	0.426	0.458
FOS	TNFRSF11B	9606.ENSP00000306245	9606.ENSP00000297350	0	0	0	0	0.053	0	0	0.522	0.528
FOS	JUNB	9606.ENSP00000306245	9606.ENSP00000303315	0	0	0	0	0.826	0.899	0.9	0.986	0.999
FOS	NFKBIZ	9606.ENSP00000306245	9606.ENSP00000325663	0	0	0	0	0.188	0.056	0	0.335	0.446
FOS	SMARCA4	9606.ENSP00000306245	9606.ENSP00000395654	0	0	0	0	0	0.155	0	0.385	0.458
FOS	KLF4	9606.ENSP00000306245	9606.ENSP00000363804	0	0	0	0	0.202	0.062	0	0.457	0.558
FOS	MAFF	9606.ENSP00000306245	9606.ENSP00000345393	0	0	0	0	0.063	0.286	0	0.418	0.577
FOS	SOCS3	9606.ENSP00000306245	9606.ENSP00000330341	0	0	0	0	0.213	0	0	0.533	0.617
FOS	NR4A3	9606.ENSP00000306245	9606.ENSP00000482027	0	0	0	0	0.065	0.397	0	0.487	0.685
FOS	NR4A2	9606.ENSP00000306245	9606.ENSP00000344479	0	0	0	0	0.561	0.146	0	0.556	0.819
FOS	NR4A1	9606.ENSP00000306245	9606.ENSP00000440864	0	0	0	0	0.403	0.146	0	0.703	0.835
FOS	FOSL1	9606.ENSP00000306245	9606.ENSP00000310170	0	0	0	0.871	0.062	0	0.9	0.983	0.914
FOS	SOX2	9606.ENSP00000306245	9606.ENSP00000323588	0	0	0	0	0	0.124	0.9	0.402	0.943
FOS	NFE2L2	9606.ENSP00000306245	9606.ENSP00000380252	0	0	0	0	0	0.056	0.9	0.468	0.945
FOS	MYC	9606.ENSP00000306245	9606.ENSP00000479618	0	0	0	0	0.065	0.129	0.9	0.861	0.987
FOS	JUN	9606.ENSP00000306245	9606.ENSP00000360266	0	0	0	0	0.656	0.985	0.9	0.996	0.999
FOSB	PPP1R15A	9606.ENSP00000245919	9606.ENSP00000200453	0	0	0	0	0.539	0	0	0.291	0.659
FOSB	GADD45B	9606.ENSP00000245919	9606.ENSP00000215631	0	0	0	0	0.14	0	0	0.491	0.544
FOSB	RGS2	9606.ENSP00000245919	9606.ENSP00000235382	0	0	0	0	0.105	0	0	0.363	0.405
FOSB	NFKBIZ	9606.ENSP00000245919	9606.ENSP00000325663	0	0	0	0	0.154	0.056	0	0.31	0.401
FOSB	MAFF	9606.ENSP00000245919	9606.ENSP00000345393	0	0	0	0	0.132	0.062	0	0.326	0.404
FOSB	KLF4	9606.ENSP00000245919	9606.ENSP00000363804	0	0	0	0	0.212	0.062	0	0.294	0.432
FOSB	NFE2L2	9606.ENSP00000245919	9606.ENSP00000380252	0	0	0	0	0	0.322	0	0.213	0.444
FOSB	RPS6	9606.ENSP00000245919	9606.ENSP00000369757	0	0	0	0	0	0	0	0.648	0.648
FOSB	NR4A3	9606.ENSP00000245919	9606.ENSP00000482027	0	0	0	0	0.17	0.146	0	0.558	0.659
FOSB	FOSL1	9606.ENSP00000245919	9606.ENSP00000310170	0	0	0	0.821	0.062	0	0.8	0.987	0.838
FOSB	NR4A1	9606.ENSP00000245919	9606.ENSP00000440864	0	0	0	0	0.565	0.146	0	0.677	0.869
FOSB	NR4A2	9606.ENSP00000245919	9606.ENSP00000344479	0	0	0	0	0.723	0.146	0	0.529	0.879
FOSB	MYC	9606.ENSP00000245919	9606.ENSP00000479618	0	0	0	0	0	0	0.9	0.399	0.937
FOSB	JUNB	9606.ENSP00000245919	9606.ENSP00000303315	0	0	0	0	0.346	0.607	0.9	0.896	0.996
FOSB	JUN	9606.ENSP00000245919	9606.ENSP00000360266	0	0	0	0	0.551	0.553	0.9	0.989	0.999
FOSB	JUND	9606.ENSP00000245919	9606.ENSP00000252818	0	0	0	0	0.132	0.871	0.9	0.985	0.999
FOSL1	JUND	9606.ENSP00000310170	9606.ENSP00000252818	0	0	0	0	0.065	0.6	0.9	0.982	0.999
FOSL1	LGALS3	9606.ENSP00000310170	9606.ENSP00000254301	0	0	0	0	0.103	0	0	0.439	0.476
FOSL1	IER3	9606.ENSP00000310170	9606.ENSP00000259874	0	0	0	0	0.212	0	0	0.358	0.473
FOSL1	JUNB	9606.ENSP00000310170	9606.ENSP00000303315	0	0	0	0	0.088	0.843	0.9	0.949	0.999
FOSL1	USP38	9606.ENSP00000310170	9606.ENSP00000303434	0	0	0	0	0	0	0	0.439	0.439
FOSL1	MAFF	9606.ENSP00000310170	9606.ENSP00000345393	0	0	0	0	0.131	0.062	0	0.327	0.404
FOSL1	TNFRSF12A	9606.ENSP00000310170	9606.ENSP00000326737	0	0	0	0	0.317	0	0	0.215	0.441
FOSL1	NR4A1	9606.ENSP00000310170	9606.ENSP00000440864	0	0	0	0	0.063	0.146	0	0.427	0.502
FOSL1	MYC	9606.ENSP00000310170	9606.ENSP00000479618	0	0	0	0	0.154	0.108	0	0.567	0.645
FOSL1	JUN	9606.ENSP00000310170	9606.ENSP00000360266	0	0	0	0	0.065	0.901	0.9	0.989	0.999
FOXA3	SOX9	9606.ENSP00000304004	9606.ENSP00000245479	0	0	0	0	0.062	0.168	0	0.343	0.442
FOXA3	SOX2	9606.ENSP00000304004	9606.ENSP00000323588	0	0	0	0	0.064	0.168	0	0.345	0.445
FOXC1	SOX9	9606.ENSP00000370256	9606.ENSP00000245479	0	0	0	0	0.076	0.125	0	0.399	0.472
FOXC1	NOTCH1	9606.ENSP00000370256	9606.ENSP00000277541	0	0	0	0	0	0	0	0.458	0.458
FOXC1	MEOX1	9606.ENSP00000370256	9606.ENSP00000321684	0	0	0	0	0.062	0.104	0	0.399	0.451
FOXC1	SOX2	9606.ENSP00000370256	9606.ENSP00000323588	0	0	0	0	0	0.36	0	0.37	0.58
FOXC1	NEDD9	9606.ENSP00000370256	9606.ENSP00000368759	0	0	0	0	0	0	0	0.438	0.438
FOXC1	NFIC	9606.ENSP00000370256	9606.ENSP00000396843	0	0	0	0	0.066	0.253	0	0.231	0.416
FOXJ2	HGNC:9982	9606.ENSP00000162391	9606.ENSP00000254325	0	0	0	0	0.062	0.143	0	0.338	0.422
FOXJ2	GATAD2B	9606.ENSP00000162391	9606.ENSP00000357644	0	0	0	0	0	0.219	0	0.445	0.548
FOXQ1	GPR3	9606.ENSP00000296839	9606.ENSP00000363136	0	0	0	0	0	0.057	0	0.463	0.472
FUT4	LIF	9606.ENSP00000351602	9606.ENSP00000249075	0	0	0	0	0	0	0	0.601	0.601
FUT4	NOTCH1	9606.ENSP00000351602	9606.ENSP00000277541	0	0	0	0	0	0	0	0.413	0.412
FUT4	SOX2	9606.ENSP00000351602	9606.ENSP00000323588	0	0	0	0	0	0	0	0.769	0.769
FUT4	MYC	9606.ENSP00000351602	9606.ENSP00000479618	0	0	0	0	0	0	0	0.601	0.601
FUT4	KLF4	9606.ENSP00000351602	9606.ENSP00000363804	0	0	0	0	0	0	0	0.687	0.687
GADD45B	PPP1R15A	9606.ENSP00000215631	9606.ENSP00000200453	0	0	0	0	0.329	0	0	0.405	0.584
GADD45B	IER3	9606.ENSP00000215631	9606.ENSP00000259874	0	0	0	0	0.11	0	0	0.354	0.401
GADD45B	MYC	9606.ENSP00000215631	9606.ENSP00000479618	0	0	0	0	0.067	0	0	0.406	0.422
GADD45B	TNKS1BP1	9606.ENSP00000215631	9606.ENSP00000437271	0	0	0	0	0	0.478	0	0	0.478
GADD45B	NR4A1	9606.ENSP00000215631	9606.ENSP00000440864	0	0	0	0	0.097	0	0	0.459	0.491
GADD45B	JUNB	9606.ENSP00000215631	9606.ENSP00000303315	0	0	0	0	0.362	0	0	0.255	0.505
GADD45B	NFKBIA	9606.ENSP00000215631	9606.ENSP00000216797	0	0	0	0	0.22	0	0	0.4	0.512
GADD45B	JUN	9606.ENSP00000215631	9606.ENSP00000360266	0	0	0	0	0.226	0	0	0.535	0.625
GATAD2B	SOX2	9606.ENSP00000357644	9606.ENSP00000323588	0	0	0	0	0	0.495	0	0.143	0.548
GATAD2B	TXNIP	9606.ENSP00000357644	9606.ENSP00000462521	0	0	0	0	0	0.476	0	0	0.476
GATAD2B	SMARCA4	9606.ENSP00000357644	9606.ENSP00000395654	0	0	0	0	0.183	0.151	0	0.329	0.494
GATAD2B	JUN	9606.ENSP00000357644	9606.ENSP00000360266	0	0	0	0	0	0.103	0.65	0.087	0.688
GDF15	TP53RK	9606.ENSP00000252809	9606.ENSP00000361186	0	0	0	0	0	0	0	0.404	0.404
GDF15	LGALS3	9606.ENSP00000252809	9606.ENSP00000254301	0	0	0	0	0.091	0	0	0.637	0.656
GNAI1	RASD1	9606.ENSP00000343027	9606.ENSP00000225688	0	0	0	0	0.06	0.532	0.8	0.095	0.909
GNAI1	IGF1R	9606.ENSP00000343027	9606.ENSP00000268035	0	0	0	0	0.049	0.359	0.8	0.064	0.87
GNAI1	RHOB	9606.ENSP00000343027	9606.ENSP00000272233	0	0	0	0	0.062	0.247	0	0.231	0.409
GNAI1	ITPR3	9606.ENSP00000343027	9606.ENSP00000363435	0	0	0	0	0	0.13	0.65	0.157	0.721
GPR3	NOTCH1	9606.ENSP00000363136	9606.ENSP00000277541	0	0	0	0	0	0	0	0.41	0.41
HBEGF	NOTCH1	9606.ENSP00000230990	9606.ENSP00000277541	0	0	0	0	0	0	0	0.469	0.469
HBEGF	JUN	9606.ENSP00000230990	9606.ENSP00000360266	0	0	0	0	0.111	0	0	0.457	0.496
HBEGF	SPRY2	9606.ENSP00000230990	9606.ENSP00000366306	0	0	0	0	0.085	0	0.6	0.082	0.634
HBEGF	SPRY1	9606.ENSP00000230990	9606.ENSP00000481675	0	0	0	0	0.062	0	0.6	0.123	0.642
HBEGF	IGF1R	9606.ENSP00000230990	9606.ENSP00000268035	0	0	0	0	0	0	0.9	0.4	0.937
HBEGF	LIF	9606.ENSP00000230990	9606.ENSP00000249075	0	0	0	0	0.108	0	0.9	0.424	0.944
HEBP2	MAP1S	9606.ENSP00000475750	9606.ENSP00000325313	0	0	0	0	0	0	0	0.829	0.829
HES1	SOX9	9606.ENSP00000232424	9606.ENSP00000245479	0	0	0	0	0.098	0	0	0.392	0.428
HES1	ID3	9606.ENSP00000232424	9606.ENSP00000363689	0	0	0	0	0.107	0.213	0	0.284	0.453
HES1	MYC	9606.ENSP00000232424	9606.ENSP00000479618	0	0	0	0	0	0.27	0	0.309	0.474
HES1	ID2	9606.ENSP00000232424	9606.ENSP00000234091	0	0	0	0	0.062	0.235	0	0.326	0.474
HES1	ID1	9606.ENSP00000232424	9606.ENSP00000365280	0	0	0	0	0.115	0.235	0	0.383	0.546
HES1	JAG1	9606.ENSP00000232424	9606.ENSP00000254958	0	0	0	0	0.076	0.157	0	0.703	0.749
HES1	TOP3A	9606.ENSP00000232424	9606.ENSP00000442336	0	0	0	0	0	0	0.9	0.059	0.901
HES1	NOTCH2	9606.ENSP00000232424	9606.ENSP00000256646	0	0	0	0	0	0.195	0.9	0.643	0.968
HES1	NOTCH1	9606.ENSP00000232424	9606.ENSP00000277541	0	0	0	0	0	0.387	0.9	0.783	0.985
HES4	JAG1	9606.ENSP00000393198	9606.ENSP00000254958	0	0	0	0	0	0.157	0	0.508	0.567
HES4	NOTCH2	9606.ENSP00000393198	9606.ENSP00000256646	0	0	0	0	0	0.157	0	0.443	0.51
HES4	NOTCH1	9606.ENSP00000393198	9606.ENSP00000277541	0	0	0	0	0.077	0.157	0	0.587	0.651
HGNC:9982	SOX2	9606.ENSP00000254325	9606.ENSP00000323588	0	0	0	0	0	0.315	0	0.247	0.463
HGNC:9982	MYC	9606.ENSP00000254325	9606.ENSP00000479618	0	0	0	0	0	0	0	0.619	0.619
HGNC:9982	NFIC	9606.ENSP00000254325	9606.ENSP00000396843	0	0	0	0	0.062	0.27	0	0.675	0.758
HMOX1	RPS3A	9606.ENSP00000216117	9606.ENSP00000346050	0	0	0	0	0	0	0	0.411	0.41
HMOX1	MAFF	9606.ENSP00000216117	9606.ENSP00000345393	0	0	0	0	0	0	0	0.413	0.413
HMOX1	MYC	9606.ENSP00000216117	9606.ENSP00000479618	0	0	0	0	0	0	0	0.427	0.426
HMOX1	TXNIP	9606.ENSP00000216117	9606.ENSP00000462521	0	0	0	0	0.062	0	0	0.421	0.433
HMOX1	SLC11A2	9606.ENSP00000216117	9606.ENSP00000378364	0	0	0	0	0.062	0	0	0.564	0.574
HMOX1	NFKBIA	9606.ENSP00000216117	9606.ENSP00000216797	0	0	0	0	0	0	0	0.664	0.664
HMOX1	JUN	9606.ENSP00000216117	9606.ENSP00000360266	0	0	0	0	0	0	0.9	0.692	0.967
HMOX1	NFE2L2	9606.ENSP00000216117	9606.ENSP00000380252	0	0	0	0	0	0	0.9	0.916	0.991
HOXB3	HOXB8	9606.ENSP00000417207	9606.ENSP00000239144	0	0	0	0.707	0.314	0	0	0.643	0.44
HOXB8	HOXB9	9606.ENSP00000239144	9606.ENSP00000309439	0	0	0	0.729	0.476	0.078	0	0.729	0.595
HOXB9	SAT1	9606.ENSP00000309439	9606.ENSP00000368572	0	0	0	0	0	0.481	0	0	0.481
HSD17B2	HSD3B1	9606.ENSP00000199936	9606.ENSP00000358421	0	0	0	0	0.062	0	0.9	0.643	0.963
HSD3B1	SOX9	9606.ENSP00000358421	9606.ENSP00000245479	0	0	0	0	0.062	0	0	0.467	0.479
HSD3B1	SCARB1	9606.ENSP00000358421	9606.ENSP00000261693	0	0	0	0	0.062	0	0	0.633	0.642
HSD3B1	NR4A1	9606.ENSP00000358421	9606.ENSP00000440864	0	0	0	0	0	0	0	0.455	0.455
HTT	NOTCH1	9606.ENSP00000347184	9606.ENSP00000277541	0	0	0	0	0.065	0.056	0	0.412	0.436
HTT	RPS6	9606.ENSP00000347184	9606.ENSP00000369757	0	0	0	0	0	0	0	0.46	0.461
HTT	ITPR3	9606.ENSP00000347184	9606.ENSP00000363435	0	0	0	0	0.183	0.343	0	0.662	0.803
HUNK	MYC	9606.ENSP00000270112	9606.ENSP00000479618	0	0	0	0	0.062	0.06	0	0.434	0.457
ID1	JAG1	9606.ENSP00000365280	9606.ENSP00000254958	0	0	0	0	0.076	0.213	0	0.345	0.482
ID1	NOTCH1	9606.ENSP00000365280	9606.ENSP00000277541	0	0	0	0	0	0.249	0	0.499	0.607
ID1	ID3	9606.ENSP00000365280	9606.ENSP00000363689	0	0	0	0.864	0.356	0	0.9	0.885	0.94
ID1	MYC	9606.ENSP00000365280	9606.ENSP00000479618	0	0	0	0	0.066	0	0	0.5	0.513
ID1	TXNIP	9606.ENSP00000365280	9606.ENSP00000462521	0	0	0	0	0	0	0	0.579	0.579
ID2	TBX3	9606.ENSP00000234091	9606.ENSP00000257566	0	0	0	0	0	0	0	0.404	0.404
ID2	KLF4	9606.ENSP00000234091	9606.ENSP00000363804	0	0	0	0	0	0.077	0	0.391	0.413
ID2	JAG1	9606.ENSP00000234091	9606.ENSP00000254958	0	0	0	0	0	0.213	0	0.292	0.419
ID2	SOX9	9606.ENSP00000234091	9606.ENSP00000245479	0	0	0	0	0	0	0	0.436	0.436
ID2	SKIL	9606.ENSP00000234091	9606.ENSP00000415243	0	0	0	0	0	0	0	0.456	0.456
ID2	SOX2	9606.ENSP00000234091	9606.ENSP00000323588	0	0	0	0	0	0	0	0.457	0.457
ID2	NOTCH2	9606.ENSP00000234091	9606.ENSP00000256646	0	0	0	0	0	0.213	0	0.349	0.465
ID2	MYC	9606.ENSP00000234091	9606.ENSP00000479618	0	0	0	0	0	0	0	0.49	0.49
ID2	ZBTB18	9606.ENSP00000234091	9606.ENSP00000351539	0	0	0	0	0	0.077	0	0.607	0.621
ID2	NOTCH1	9606.ENSP00000234091	9606.ENSP00000277541	0	0	0	0	0	0.213	0	0.57	0.647
ID2	NEDD9	9606.ENSP00000234091	9606.ENSP00000368759	0	0	0	0	0	0.27	0	0.62	0.711
ID2	NAB2	9606.ENSP00000234091	9606.ENSP00000300131	0	0	0	0	0	0	0.9	0.216	0.918
ID3	NOTCH1	9606.ENSP00000363689	9606.ENSP00000277541	0	0	0	0	0	0	0	0.464	0.463
ID3	ZBTB18	9606.ENSP00000363689	9606.ENSP00000351539	0	0	0	0	0	0	0	0.642	0.642
ID3	MYC	9606.ENSP00000363689	9606.ENSP00000479618	0	0	0	0	0	0	0	0.468	0.468
ID3	NR4A1	9606.ENSP00000363689	9606.ENSP00000440864	0	0	0	0	0	0	0	0.506	0.506
ID3	TXNIP	9606.ENSP00000363689	9606.ENSP00000462521	0	0	0	0	0	0	0	0.589	0.589
IDI1	TNFSF15	9606.ENSP00000370748	9606.ENSP00000363157	0	0	0	0	0	0	0	0.59	0.59
IER3	NFKBIA	9606.ENSP00000259874	9606.ENSP00000216797	0	0	0	0	0.096	0	0	0.399	0.434
IER3	PHLDA1	9606.ENSP00000259874	9606.ENSP00000266671	0	0	0	0	0.1	0	0	0.475	0.507
IER3	NFKBIZ	9606.ENSP00000259874	9606.ENSP00000325663	0	0	0	0	0.163	0	0	0.445	0.516
IER5	PLK3	9606.ENSP00000356549	9606.ENSP00000361275	0	0	0	0	0.062	0	0	0.391	0.404
IGF1R	SOX9	9606.ENSP00000268035	9606.ENSP00000245479	0	0	0	0	0	0.061	0	0.397	0.409
IGF1R	JAG1	9606.ENSP00000268035	9606.ENSP00000254958	0	0	0	0	0	0.15	0	0.375	0.446
IGF1R	NOTCH2	9606.ENSP00000268035	9606.ENSP00000256646	0	0	0	0	0.062	0.156	0	0.384	0.47
IGF1R	RPS6	9606.ENSP00000268035	9606.ENSP00000369757	0	0	0	0	0	0.087	0	0.492	0.516
IGF1R	SOX2	9606.ENSP00000268035	9606.ENSP00000323588	0	0	0	0	0	0.061	0	0.524	0.534
IGF1R	JUN	9606.ENSP00000268035	9606.ENSP00000360266	0	0	0	0	0	0.057	0	0.53	0.537
IGF1R	MYC	9606.ENSP00000268035	9606.ENSP00000479618	0	0	0	0	0.051	0.056	0	0.687	0.695
IGF1R	NOTCH1	9606.ENSP00000268035	9606.ENSP00000277541	0	0	0	0	0	0.156	0	0.675	0.714
IGF1R	SOCS3	9606.ENSP00000268035	9606.ENSP00000330341	0	0	0	0	0	0.317	0	0.691	0.78
IL11	LIF	9606.ENSP00000264563	9606.ENSP00000249075	0	0	0	0	0.076	0	0	0.763	0.771
IL11	SOCS3	9606.ENSP00000264563	9606.ENSP00000330341	0	0	0	0	0.062	0	0	0.504	0.514
IL11	TNFRSF11B	9606.ENSP00000264563	9606.ENSP00000297350	0	0	0	0	0.058	0	0	0.601	0.608
INPP5B	PI4KA	9606.ENSP00000362115	9606.ENSP00000255882	0	0	0	0	0.064	0.057	0.65	0.385	0.784
IRAK2	NFKBIA	9606.ENSP00000256458	9606.ENSP00000216797	0	0	0	0	0.085	0.12	0.65	0.532	0.85
IRAK2	TNFSF9	9606.ENSP00000256458	9606.ENSP00000245817	0	0	0	0	0	0.27	0	0.274	0.447
ISX	RASD1	9606.ENSP00000311492	9606.ENSP00000225688	0	0	0	0	0	0.058	0	0.461	0.47
ISX	SCARB1	9606.ENSP00000311492	9606.ENSP00000261693	0	0	0	0	0.062	0	0	0.763	0.768
ITPR3	TPCN1	9606.ENSP00000363435	9606.ENSP00000448083	0	0	0	0	0.063	0.076	0	0.365	0.402
JAG1	SOX9	9606.ENSP00000254958	9606.ENSP00000245479	0	0	0	0	0.088	0.062	0	0.594	0.623
JAG1	LGALS3	9606.ENSP00000254958	9606.ENSP00000254301	0	0	0	0	0.062	0	0	0.474	0.485
JAG1	JUN	9606.ENSP00000254958	9606.ENSP00000360266	0	0	0	0	0	0	0	0.409	0.409
JAG1	KLF4	9606.ENSP00000254958	9606.ENSP00000363804	0	0	0	0	0.082	0.056	0	0.416	0.45
JAG1	PTCH1	9606.ENSP00000254958	9606.ENSP00000332353	0	0	0	0	0.049	0.102	0	0.463	0.501
JAG1	MYC	9606.ENSP00000254958	9606.ENSP00000479618	0	0	0	0	0	0.097	0	0.561	0.586
JAG1	SOX2	9606.ENSP00000254958	9606.ENSP00000323588	0	0	0	0	0	0.345	0	0.634	0.75
JAG1	NOTCH2	9606.ENSP00000254958	9606.ENSP00000256646	0	0	0	0.71	0.096	0.779	0.9	0.994	0.984
JAG1	NOTCH1	9606.ENSP00000254958	9606.ENSP00000277541	0	0	0	0.717	0.085	0.917	0.9	0.992	0.994
JUN	PPP1R15A	9606.ENSP00000360266	9606.ENSP00000200453	0	0	0	0	0.407	0	0	0.469	0.671
JUN	NFKBIA	9606.ENSP00000360266	9606.ENSP00000216797	0	0	0	0	0.125	0	0.9	0.805	0.981
JUN	SOX9	9606.ENSP00000360266	9606.ENSP00000245479	0	0	0	0	0	0.122	0	0.927	0.933
JUN	JUND	9606.ENSP00000360266	9606.ENSP00000252818	0	0	0	0.927	0.15	0.149	0.9	0.989	0.927
JUN	LGALS3	9606.ENSP00000360266	9606.ENSP00000254301	0	0	0	0	0	0	0	0.486	0.486
JUN	NOTCH2	9606.ENSP00000360266	9606.ENSP00000256646	0	0	0	0	0.052	0	0	0.401	0.408
JUN	TRAF4	9606.ENSP00000360266	9606.ENSP00000262395	0	0	0	0	0	0	0	0.464	0.464
JUN	MAP3K8	9606.ENSP00000360266	9606.ENSP00000263056	0	0	0	0	0.051	0	0	0.452	0.457
JUN	RHOB	9606.ENSP00000360266	9606.ENSP00000272233	0	0	0	0	0.187	0.132	0	0.464	0.588
JUN	NOTCH1	9606.ENSP00000360266	9606.ENSP00000277541	0	0	0	0	0.062	0	0.9	0.689	0.968
JUN	KLF10	9606.ENSP00000360266	9606.ENSP00000285407	0	0	0	0	0.062	0.101	0	0.386	0.437
JUN	SOX8	9606.ENSP00000360266	9606.ENSP00000293894	0	0	0	0	0	0.302	0	0.262	0.463
JUN	TNFRSF11B	9606.ENSP00000360266	9606.ENSP00000297350	0	0	0	0	0	0	0	0.458	0.457
JUN	JUNB	9606.ENSP00000360266	9606.ENSP00000303315	0	0	0	0.901	0.335	0.639	0.9	0.988	0.976
